accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
AB191395	AB191395.1	AB191395	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
AB191396	AB191396.1	AB191396	XXXX-XX-XX	Asia	Japan	Niigata		352			2005-06-01	2016-07-26		Sasaki,A.,Suzuki,H.,Saito,R.,Sato,M.,Sato,I.,Sano,Y.,Reiko,S.,Hiroshi,S.,Yugo,S.,Maki,S.	Sasaki et al.	Asami Sasaki, Department of Public Health, Niigata University,Graduate school of Medical and Dental Sciences; Asahimachi-dori 1-757, Niigata, Niigata 951-8510
AB194957	AB194957.1	JPOC04-52	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-09-01	2016-10-15		Kaida,A.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB194958	AB194958.1	JPOC04-108	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-09-01	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB194959	AB194959.1	JPOC04-125	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-09-01	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218933	AB218933.1	AB218933	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218934	AB218934.1	AB218934	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218935	AB218935.1	AB218935	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218936	AB218936.1	AB218936	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218937	AB218937.1	AB218937	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218938	AB218938.1	AB218938	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218939	AB218939.1	AB218939	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218940	AB218940.1	AB218940	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218941	AB218941.1	AB218941	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218942	AB218942.1	AB218942	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218943	AB218943.1	AB218943	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218944	AB218944.1	AB218944	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218945	AB218945.1	AB218945	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218946	AB218946.1	AB218946	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218947	AB218947.1	AB218947	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218948	AB218948.1	AB218948	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218949	AB218949.1	AB218949	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218950	AB218950.1	AB218950	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218951	AB218951.1	AB218951	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218952	AB218952.1	AB218952	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218953	AB218953.1	AB218953	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218954	AB218954.1	AB218954	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218955	AB218955.1	AB218955	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218956	AB218956.1	AB218956	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218957	AB218957.1	AB218957	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218958	AB218958.1	AB218958	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB218959	AB218959.1	AB218959	XXXX-XX-XX	Asia	Japan	Osaka City		275			2005-08-02	2016-10-15		Kaida,A.,Iritani,N.,Kubo,H.,Shiomi,M.,Kohdera,U.,Murakami,T.	Kaida et al.	Microbiology; 8-34, Tojo-cho, Tennoji-ku, Osaka, Osaka 543-0026
AB251496	AB251496.1	244-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251497	AB251497.1	250-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251498	AB251498.1	507-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251499	AB251499.1	515-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251500	AB251500.1	521-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251501	AB251501.1	539-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251502	AB251502.1	549-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251503	AB251503.1	550-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251504	AB251504.1	557-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251505	AB251505.1	574-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251506	AB251506.1	577-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251507	AB251507.1	579-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251508	AB251508.1	583-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251509	AB251509.1	586-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251510	AB251510.1	596-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251511	AB251511.1	648-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251512	AB251512.1	656-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251513	AB251513.1	709-Yamagata-04	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251514	AB251514.1	767-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251515	AB251515.1	871-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251516	AB251516.1	901-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251517	AB251517.1	910-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251518	AB251518.1	936-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251519	AB251519.1	937-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251520	AB251520.1	946-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251521	AB251521.1	958-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251522	AB251522.1	959-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251523	AB251523.1	964-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251524	AB251524.1	970-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251525	AB251525.1	986-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251526	AB251526.1	992-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251527	AB251527.1	1001-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251528	AB251528.1	1032-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251529	AB251529.1	1076-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
AB251530	AB251530.1	1099-Yamagata-05	XXXX-XX-XX	Asia	Japan	Yamagata		441			2006-02-24	2016-07-26		Abiko,C.,Mizuta,K.,Itagaki,T.,Katsushima,N.,Ito,S.,Matsuzaki,Y.,Okamoto,M.,Nishimura,H.,Aoki,Y.,Murata,T.,Hoshina,H.,Hongo,S.,Ootani,K.,Ikeda,T.,Noda,M.,Kimura,H.,Ahiko,T.	Abiko et al.	Department of Microbiology; 1-6-6, Yamagata, Yamagata 990-0031
